Регион,Округ,Код участка,Адрес,Абаев Герман Борисович,Ящук Александр Михайлович,Лоев Семён Владимирович,Байр Марк Михайлович,Бредихин Антон Викторович,Данилова Анна Геннадьевна,Бабошина Алина Олеговна,ср
Москва,Список,77.071.24,"город Москва, бульвар Яна Райниса, дом 4, корпус 2 (ГБОУ Школа №1286)",142,0,141,141,141,0,143,"101,1428571"
Москва,Список,77.121.24,"город Москва, Ясеневая улица, дом 41, корпус 1 (помещение Совета ветеранов)",143,0,140,142,141,0,142,"101,1428571"
Москва,Список,77.031.17,"город Москва, город Зеленоград, корпус 1529 (нежилое помещение №5)",130,0,130,130,130,52,131,"100,4285714"
Москва,Список,77.054.19,"город Москва, улица Конёнкова, дом 8А (ГБОУ г.Москвы ""Школа ""Многопрофильный комплекс Бибирево"", шк.отд.1)",0,117,117,117,117,117,117,"100,2857143"
Москва,Список,77.038.9,"город Москва, Ленинградское шоссе, дом 30 (ГБОУ г. Москвы ""Школа №224"")",118,107,114,118,118,0,118,99
Москва,Список,77.068.9,"город Москва, Соколово-Мещерская улица, дом 27 (ГБОУ ""Школа № 1387"")",141,1,140,142,117,0,142,"97,57142857"
Москва,Список,77.071.5,"город Москва, Туристская улица, дом 31, корпус 1 (библиотека № 229)",139,0,127,139,137,0,139,"97,28571429"
Москва,Список,77.072.2,"город Москва, улица Кулакова, дом 2, корпус 2 (ГБОУ города Москвы ""Школа №69 имени Б.Ш. Окуджавы"")",154,87,87,87,87,90,87,97
Москва,Список,77.121.32,"город Москва, Воронежская улица, дом 46, корпус 3 (здание ГБОУ Школа № 949)",137,1,132,136,135,1,137,97
Москва,Список,77.056.7,"город Москва, Новгородская улица, дом 21А (здание структурного подразделения № 1  ГБОУ Школа № 1430)",96,96,96,97,96,96,97,"96,28571429"
Москва,Список,77.044.1,"город Москва, Ленинградское шоссе, дом 59 (ОАО ""Московское речное пароходство"")",138,0,127,138,132,0,138,"96,14285714"
Москва,Список,77.071.26,"город Москва, улица Фомичёвой, дом 5, корпус 1 (ГБОУ Лицей №1571)",137,0,136,137,123,0,137,"95,71428571"
Москва,Список,77.068.3,"город Москва, Ландышевая улица, дом 8 (ГБОУ города Москвы ""Школа № 1985"")",136,3,131,131,131,3,132,"95,28571429"
Москва,Список,77.030.13,"город Москва, город Зеленоград, корпус 1102 (Совет Ветеранов)",134,0,132,133,133,0,134,"95,14285714"
Москва,Список,77.049.17,"город Москва, Клинская улица, дом 16А (ГБОУ г.Москвы «Школа № 1474»)",135,1,134,135,126,0,134,95
Москва,Список,77.040.12,"город Москва, Смольная улица, дом 25 (гимназия №1583, 1 этаж)",132,0,132,132,132,0,132,"94,28571429"
Москва,Список,77.071.20,"город Москва, улица Героев Панфиловцев, дом 13, корпус 2 (ГБОУ Школа №1286)",131,0,131,131,131,0,131,"93,57142857"
Москва,Список,77.065.7,"город Москва, 9-я Северная линия, дом 1, корпус 2 (ГБОУ ""Школа №709"")",94,92,92,93,93,95,95,"93,42857143"
Москва,Список,77.031.20,"город Москва, город Зеленоград, корпус 1505 (нежилое помещение №2)",130,2,130,129,129,2,131,"93,28571429"
Москва,Список,77.121.3,"город Москва, Домодедовская улица, дом 24, корпус 7 (здание ГБОУ Школа № 1207)",125,1,120,123,121,36,127,"93,28571429"
Москва,Список,77.045.4,"город Москва, Синявинская улица, дом 11Б",126,1,126,125,124,1,128,"90,14285714"
Москва,Список,77.032.2,"город Москва, город Зеленоград, корпус 802 (квартира 326)",106,0,107,107,107,94,107,"89,71428571"
Москва,Список,77.040.4,"город Москва, 3-й Лихачёвский переулок, дом 2А (школа № 727))",126,0,125,125,125,1,126,"89,71428571"
Москва,Список,77.071.34,"город Москва, Планерная улица, дом 12, корпус 2 (ГБОУ Лицей №1571)",126,0,123,126,126,0,126,"89,57142857"
Москва,Список,77.073.4,"город Москва, Карамышевская набережная, дом 22, корпус 2 (ГБОУ школа № 1560 ""Лидер"")",169,76,77,76,76,76,76,"89,42857143"
Москва,Список,77.030.23,"город Москва, город Зеленоград, корпус 1209 (Совет Ветеранов)",123,10,122,122,122,0,122,"88,71428571"
Москва,Список,77.071.30,"город Москва, улица Свободы, дом 81, корпус 1 (ГБОУ Лицей №1571)",124,0,124,124,124,0,124,"88,57142857"
Москва,Список,77.031.32,"город Москва, город Зеленоград, корпус 1620 (нежилое помещение №3)",122,1,122,122,122,0,122,"87,28571429"
Москва,Список,77.068.1,"город Москва, Ландышевая улица, дом 8 (ГБОУ ""Школа № 1985"")",123,0,123,121,121,0,123,"87,28571429"
Москва,Список,77.071.15,"город Москва, Планерная улица, дом 5, корпус 2 (ГБОУ Школа №883)",122,0,122,122,121,0,122,87
Москва,Список,77.049.20,"город Москва, Клинская улица, дом 22 (ГБОУ г.Москвы «Школа № 1474»)",123,1,124,123,116,0,120,"86,71428571"
Москва,Список,77.112.18,"город Москва, улица Борисовские пруды, дом 36, корпус 2 (ГБОУ Школа № 998)",120,2,120,120,119,1,120,86
Москва,Список,77.117.20,"город Москва, Каширское шоссе, дом 16 (ГБУ ЦБС № 136 им. Л.Н. Толстого)",76,76,76,76,76,76,139,85
Москва,Список,77.040.15,"город Москва, Флотская улица, дом 60 (гимназия №1583, 1 этаж)",117,0,119,118,118,0,118,"84,28571429"
Москва,Список,77.049.14,"город Москва, Клинская улица, дом 20 (ГБОУ г.Москвы «Школа № 1474»)",124,0,122,124,94,0,125,"84,14285714"
Москва,Список,77.040.24,"город Москва, Зеленоградская улица, дом 11/52 (колледж №7, 2 этаж)",117,2,117,117,117,1,117,84
Москва,Список,77.117.21,"город Москва, Каширское шоссе, дом 16 (ГБУ ЦБС № 136 им. Л.Н. Толстого)",84,84,84,84,84,84,84,84
Москва,Список,77.004.36,"город Москва, Хабаровская улица, дом 18А (ГБОУ ""Школа № 1598"")",84,84,83,84,83,83,84,"83,57142857"
Москва,Список,77.061.16,"город Москва, улица Бестужевых, дом 1 (ГБОУ ""Школа № 1411"")",1,95,95,95,95,95,95,"81,57142857"
Москва,Список,77.115.9,"город Москва, Шипиловская улица, дом 46, корпус 3 (ГБОУ Школа № 1569 ""Созвездие"")",114,1,114,115,113,0,114,"81,57142857"
Москва,Список,77.031.14,"город Москва, город Зеленоград, корпус 1447 (Дворец единоборств)",102,16,102,100,100,49,100,"81,28571429"
Москва,Список,77.123.3,"город Москва, Сумской проезд, дом 12, корпус 6 (ГБОУ ""Школа № 856"")",80,84,80,81,81,80,81,81
Москва,Список,77.049.10,"город Москва, Петрозаводская улица, дом 19А (ГБОУ г.Москвы «Школа № 597 «Новое поколение»)",114,0,114,113,112,0,113,"80,85714286"
Москва,Список,77.112.9,"город Москва, Ключевая улица, дом 6, корпус 2 (ГБОУ Школа № 867)",113,0,113,113,110,0,114,"80,42857143"
